hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,2,100.4 ,100.68
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,3,100.77,100.64
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,4,101.71,101.4
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,5,102.35,101.76
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,6,102.51,101.54
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,7,102.27,101.04
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,8,102.59,101.33
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,9,102.32,101.37
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,10 ,102.45,101.51
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,11 ,102.51,101.78
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1993,12 ,101.99,101.73
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,1,102.21,102.35
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,2,101.22,101.61
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,3,101.72,101.62
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,4,101.87,101.54
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,5,102.72,102.01
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,6,102.82,101.71
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,7,103.34,101.97
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,8,103.17,101.77
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,9,102.3 ,101.38
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,10 ,102.55,101.65
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,11 ,101.75,101.16
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1994,12 ,100.56,100.34
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,1,100.58,100.76
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,2,100.55,101.05
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,3,101.21,101.13
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,4,101.73,101.42
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,5,101.87,101.06
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,6,102.65,101.41
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,7,102.6 ,101.11
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,8,103.5 ,101.98
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,9,102.3 ,101.41
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,10 ,101.82,100.97
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,11 ,101.5 ,101.05
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1995,12 ,101.65,101.46
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,1,101.31,101.52
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,2,101.42,101.97
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,3,102.3 ,102.23
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,4,102.14,101.86
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,5,103.12,102.26
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,6,103.45,102.05
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,7,103.75,102.16
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,8,103.85,102.27
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,9,102.96,102.08
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,10 ,102.67,101.86
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,11 ,102.93,102.58
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1996,12 ,102.23,102.04
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,1,102.36,102.54
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,2,102.05,102.62
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,3,102.75,102.68
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,4,103.29,103.04
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,5,104.54,103.7
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,6,104.51,102.99
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,7,104.89,103.23
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,8,105.25,103.65
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,9,104.23,103.27
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,10 ,105.5 ,104.67
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,11 ,103.98,103.62
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1997,12 ,104.63,104.4
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,1,104.25,104.33
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,2,104.28,104.88
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,3,106,106
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,4,106.37,106.17
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,5,107.18,106.43
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,6,108.9 ,107.2
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,7,108.8 ,107.09
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,8,109.51,107.88
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,9,109.55,108.46
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,10 ,109.47,108.58
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,11 ,109.6 ,109.16
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1998,12 ,110.24,109.99
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,1,110.81,110.78
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,2,110.34,110.96
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,3,110.8 ,110.88
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,4,111.88,111.74
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,5,113.28,112.61
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,6,115.54,113.69
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,7,116.3 ,114.48
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,8,116.72,115.02
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,9,116.51,115.24
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,10 ,117.49,116.51
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,11 ,117.32,116.73
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,1999,12 ,117.39,117.12
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,1,119.31,119.18
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,2,117.85,118.45
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,3,119.55,119.71
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,4,120.86,120.81
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,5,121.75,121.12
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,6,124.08,122.11
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,7,124.73,122.85
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,8,125.25,123.44
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,9,126.41,124.87
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,10 ,126.57,125.5
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,11 ,127.4 ,126.64
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,12 ,127.82,127.55
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,1,128.39,128.2
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,2,128.81,129.36
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,3,130.1 ,130.32
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,4,130.92,130.93
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,5,132.63,131.98
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,6,135.35,133.3
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,7,136.2 ,134.22
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,8,137.67,135.71
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,9,138.42,136.65
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,10 ,138.6 ,137.43
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,11 ,139.79,138.84
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2001,12 ,139.67,139.34
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,1,141.04,140.8
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,2,141.4 ,141.85
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,3,143.18,143.46
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,4,144.88,144.94
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,5,147.28,146.56
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,6,149.64,147.51
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,7,151.34,149.17
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,8,152.86,150.68
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,9,153.97,151.97
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,10 ,154.86,153.55
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,11 ,155.29,154.17
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2002,12 ,156.95,156.57
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,1,157.92,157.65
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,2,159.04,159.47
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,3,159.65,159.97
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,4,161.42,161.47
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,5,163.95,163.08
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,6,165.99,163.74
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,7,167.62,165.26
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,8,169.84,167.4
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,9,171.42,169.29
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,10 ,171.37,169.93
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,11 ,172.68,171.45
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2003,12 ,174.1 ,173.67
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,1,175.01,174.68
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,2,177.12,177.55
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,3,177.45,177.77
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,4,180.39,180.43
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,5,183.28,182.2
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,6,186.58,184.11
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,7,188.19,185.59
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,8,189.56,186.76
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,9,190.33,188.13
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,10 ,192.74,191.1
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,11 ,193.98,192.69
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2004,12 ,195.16,194.7
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,1,196.36,195.99
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,2,195.93,196.35
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,3,198.45,198.72
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,4,200.52,200.48
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,5,202.36,200.89
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,6,206.35,203.6
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,7,210.14,207.29
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,8,211.38,208.22
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,9,212.32,210.13
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,10 ,212.44,210.63
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,11 ,213.78,212.51
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,12 ,213.37,212.84
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,1,215.19,214.88
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,2,213.98,214.39
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,3,216,216.12
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,4,216.92,216.77
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,5,218.78,216.91
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,6,220.25,217.34
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,7,218.81,215.82
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,8,220.64,217.27
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,9,219.01,216.98
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,10 ,219.42,217.49
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,11 ,218.99,217.8
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2006,12 ,217.28,216.71
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,1,218,217.82
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,2,217.36,217.72
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,3,219.36,219.35
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,4,222.08,221.92
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,5,221.76,219.5
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,6,222.65,219.65
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,7,222.21,219.14
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,8,221.36,217.98
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,9,219.91,218.2
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,10 ,220.01,217.95
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,11 ,218.15,217.01
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2007,12 ,218.33,217.78
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,1,216.5 ,216.62
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,2,216.15,216.49
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,3,215.37,215.39
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,4,213.91,213.72
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,5,216.53,214.12
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,6,214.82,211.82
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,7,214.52,211.34
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,8,213.46,210.17
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,9,212.59,211.05
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,10 ,209.85,207.64
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,11 ,208.16,207.04
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,12 ,205.16,204.65
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,1,205.71,206.04
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,2,206.35,206.63
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,3,206.17,206.32
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,4,205.19,204.96
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,5,206.34,203.83
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,6,205.63,202.43
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,7,206.32,202.99
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,8,207.43,204.15
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,9,203.8 ,202.35
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,10 ,205.67,203.31
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,11 ,203.85,202.66
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,12 ,203.84,203.35
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,1,202.81,203.33
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,2,204.4 ,204.75
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,3,202.58,202.99
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,4,201.21,200.85
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,5,204.62,202.1
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,6,205.95,202.42
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,7,204.5 ,200.81
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,8,203.17,199.82
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,9,200.77,199.27
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,10 ,203.19,200.71
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,11 ,201.52,200.25
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2010,12 ,199.05,198.76
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,1,196.24,196.79
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,2,195.91,196.48
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,3,194.43,195.14
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,4,197.54,197.11
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,5,197.26,194.71
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,6,199,195.13
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,7,199.8 ,195.97
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,8,198.49,195.09
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,9,196.6 ,195.05
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,10 ,195.93,193.55
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,11 ,193.91,192.67
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2011,12 ,192.6 ,192.43
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,1,193.4 ,194.05
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,2,191.37,192.2
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,3,194,195.03
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,4,194.74,194.19
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,5,197.48,194.86
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,6,199.23,195
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,7,197.86,193.83
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,8,198.23,194.67
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,9,197.91,196.17
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,10 ,196.21,193.95
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,11 ,196.77,195.67
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2012,12 ,196.75,196.7
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,1,195.77,196.47
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,2,195.97,197.05
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,3,197.74,198.95
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,4,200.3 ,199.65
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,5,202.45,199.53
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,6,204.35,199.71
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,7,205.47,201.18
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,8,204.53,200.67
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,9,203.64,201.62
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,10 ,204.89,202.74
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,11 ,203.65,202.67
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2013,12 ,200.88,200.71
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,1,202.11,202.92
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,2,199.93,201.15
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,3,200.77,202.03
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,4,204.44,203.76
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,5,207.87,204.69
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,6,209.98,205.16
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,7,208.92,204.43
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,8,209.58,205.54
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,9,207.68,205.44
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,10 ,207.5 ,205.42
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,11 ,207.05,206.18
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2014,12 ,208.78,208.53
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,1,207.33,208.14
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,2,205.02,206.29
