hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,3,207.82,209.13
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,4,209.97,209.37
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,5,211.93,208.52
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,6,214.13,209.19
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,7,216.18,211.55
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,8,215.49,211.31
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,9,214.77,212.46
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,10 ,214.2 ,212.09
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,11 ,213.14,212.29
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2015,12 ,213.75,213.43
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2016,1,211.29,212.18
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2016,2,213.65,215.04
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2016,3,213.67,215.03
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2016,4,214.79,214.21
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2016,5,219.98,216.36
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2016,6,221.94,216.83
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2016,7,222.28,217.45
traditional,purchase-only,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2016,8,222.67,218.35
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1991,1,100,100
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1991,2,98.51 ,98.66
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1991,3,100.23,100.53
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1991,4,100.5 ,100.39
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1991,5,100.75,100.34
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1991,6,102.27,101.41
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1991,7,101.54,101.22
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1991,8,101.99,101.34
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1991,9,101.94,101.58
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1991,10 ,103.37,102.56
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1991,11 ,104.28,103.87
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1991,12 ,103.74,103.49
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1992,1,104.38,104.44
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1992,2,105.13,105.3
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1992,3,105.69,105.99
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1992,4,105.84,105.68
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1992,5,106.8 ,106.34
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1992,6,107.84,106.92
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1992,7,107.58,107.16
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1992,8,108.76,108.01
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1992,9,108.98,108.55
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1992,10 ,110.25,109.4
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1992,11 ,110.48,110.05
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1992,12 ,111.5 ,111.22
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1993,1,112.06,112.19
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1993,2,112,112.22
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1993,3,112.19,112.49
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1993,4,114.23,114.01
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1993,5,115.36,114.8
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1993,6,116.39,115.43
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1993,7,117.45,116.85
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1993,8,118.63,117.73
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1993,9,119.9 ,119.33
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1993,10 ,120.81,119.93
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1993,11 ,121.33,120.91
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1993,12 ,121.95,121.69
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1994,1,122.25,122.49
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1994,2,123.78,124.1
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1994,3,124.75,125.04
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1994,4,126.38,126.04
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1994,5,128.09,127.38
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1994,6,129.24,128.2
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1994,7,129.45,128.6
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1994,8,130.52,129.44
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1994,9,130.51,129.77
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1994,10 ,131.67,130.8
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1994,11 ,131.39,131
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1994,12 ,132.24,132.06
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1995,1,131.85,132.21
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1995,2,133.14,133.56
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1995,3,133.23,133.44
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1995,4,134.43,133.95
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1995,5,134.75,133.9
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1995,6,136.52,135.44
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1995,7,137.12,136.04
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1995,8,137.78,136.58
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1995,9,138.2 ,137.31
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1995,10 ,137.88,137.04
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1995,11 ,137.99,137.69
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1995,12 ,138.65,138.6
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1996,1,138.59,139.05
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1996,2,138.92,139.43
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1996,3,140.17,140.25
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1996,4,141.56,140.95
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1996,5,141.95,140.99
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1996,6,142.61,141.49
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1996,7,143.4 ,142.18
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1996,8,143.02,141.77
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1996,9,143.62,142.62
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1996,10 ,143.74,142.96
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1996,11 ,143.18,142.94
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1996,12 ,142.96,143.04
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1997,1,143.43,143.93
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1997,2,143.79,144.33
traditional,purchase-only,monthly,USA or Census Division,Mountain Division ,DV_MT,1997,3,145.07,144.96
